Kontener{masa=788, producent='COSCO', towar='Telefon'} Poziom: 0 Kolumna: 0 Pozycja: 0
Kontener{masa=712, producent='Evergreen', towar='Procesor'} Poziom: 4 Kolumna: 48 Pozycja: 5
Kontener{masa=600, producent='Swire', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 48 Pozycja: 6
Kontener{masa=2174, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 48 Pozycja: 7
Kontener{masa=246, producent='Evergreen', towar='Banany'} Poziom: 4 Kolumna: 48 Pozycja: 8
Kontener{masa=687, producent='COSCO', towar='Komputer'} Poziom: 4 Kolumna: 48 Pozycja: 9
Kontener{masa=3957, producent='Matson', towar='Kwas'} Poziom: 4 Kolumna: 48 Pozycja: 10
Kontener{masa=3957, producent='Evergreen', towar='Banany'} Poziom: 4 Kolumna: 48 Pozycja: 11
Kontener{masa=3956, producent='CMA CMG', towar='Farba'} Poziom: 4 Kolumna: 48 Pozycja: 12
Kontener{masa=3953, producent='Matson', towar='Banany'} Poziom: 4 Kolumna: 48 Pozycja: 13
Kontener{masa=3952, producent='CMA CMG', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 48 Pozycja: 14
Kontener{masa=3950, producent='Maersk', towar='Kwas'} Poziom: 4 Kolumna: 48 Pozycja: 15
Kontener{masa=3950, producent='Swire', towar='Kwas'} Poziom: 4 Kolumna: 48 Pozycja: 16
Kontener{masa=3949, producent='Swire', towar='Ropa'} Poziom: 4 Kolumna: 48 Pozycja: 17
Kontener{masa=3945, producent='COSCO', towar='Farba'} Poziom: 4 Kolumna: 48 Pozycja: 18
Kontener{masa=3944, producent='COSCO', towar='Banany'} Poziom: 4 Kolumna: 48 Pozycja: 19
Kontener{masa=172, producent='Matson', towar='Telefon'} Poziom: 4 Kolumna: 48 Pozycja: 20
Kontener{masa=699, producent='COSCO', towar='Telefon'} Poziom: 4 Kolumna: 48 Pozycja: 21
Kontener{masa=644, producent='Matson', towar='Komputer'} Poziom: 4 Kolumna: 48 Pozycja: 22
Kontener{masa=631, producent='Evergreen', towar='Komputer'} Poziom: 4 Kolumna: 48 Pozycja: 23
Kontener{masa=602, producent='COSCO', towar='Telewizor'} Poziom: 4 Kolumna: 48 Pozycja: 24
Kontener{masa=1484, producent='Matson', towar='Ropa'} Poziom: 4 Kolumna: 48 Pozycja: 25
Kontener{masa=397, producent='Swire', towar='Komputer'} Poziom: 4 Kolumna: 48 Pozycja: 26
Kontener{masa=953, producent='Matson', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 48 Pozycja: 27
Kontener{masa=293, producent='Swire', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 48 Pozycja: 28
Kontener{masa=280, producent='Maersk', towar='Telefon'} Poziom: 4 Kolumna: 48 Pozycja: 29
Kontener{masa=565, producent='Matson', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 49 Pozycja: 0
Kontener{masa=46, producent='Evergreen', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 49 Pozycja: 1
Kontener{masa=751, producent='Matson', towar='Telewizor'} Poziom: 4 Kolumna: 49 Pozycja: 2
Kontener{masa=1072, producent='Maersk', towar='Banany'} Poziom: 4 Kolumna: 49 Pozycja: 3
Kontener{masa=691, producent='CMA CMG', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 49 Pozycja: 4
Kontener{masa=44, producent='COSCO', towar='Telewizor'} Poziom: 4 Kolumna: 49 Pozycja: 5
Kontener{masa=927, producent='Swire', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 49 Pozycja: 6
Kontener{masa=584, producent='Maersk', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 49 Pozycja: 7
Kontener{masa=20, producent='Maersk', towar='Telefon'} Poziom: 4 Kolumna: 49 Pozycja: 8
Kontener{masa=863, producent='COSCO', towar='Komputer'} Poziom: 4 Kolumna: 49 Pozycja: 9
Kontener{masa=3943, producent='COSCO', towar='Banany'} Poziom: 4 Kolumna: 49 Pozycja: 10
Kontener{masa=3943, producent='Matson', towar='Ropa'} Poziom: 4 Kolumna: 49 Pozycja: 11
Kontener{masa=3942, producent='Swire', towar='Ropa'} Poziom: 4 Kolumna: 49 Pozycja: 12
Kontener{masa=3941, producent='Swire', towar='Farba'} Poziom: 4 Kolumna: 49 Pozycja: 13
Kontener{masa=3939, producent='COSCO', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 49 Pozycja: 14
Kontener{masa=3936, producent='Evergreen', towar='Banany'} Poziom: 4 Kolumna: 49 Pozycja: 15
Kontener{masa=3936, producent='CMA CMG', towar='Farba'} Poziom: 4 Kolumna: 49 Pozycja: 16
Kontener{masa=3935, producent='CMA CMG', towar='Farba'} Poziom: 4 Kolumna: 49 Pozycja: 17
Kontener{masa=3933, producent='Evergreen', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 49 Pozycja: 18
Kontener{masa=3932, producent='Maersk', towar='Ropa'} Poziom: 4 Kolumna: 49 Pozycja: 19
Kontener{masa=650, producent='CMA CMG', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 49 Pozycja: 20
Kontener{masa=1930, producent='CMA CMG', towar='Banany'} Poziom: 4 Kolumna: 49 Pozycja: 21
Kontener{masa=283, producent='Matson', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 49 Pozycja: 22
Kontener{masa=670, producent='Maersk', towar='Telewizor'} Poziom: 4 Kolumna: 49 Pozycja: 23
Kontener{masa=799, producent='CMA CMG', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 49 Pozycja: 24
Kontener{masa=137, producent='Swire', towar='Procesor'} Poziom: 4 Kolumna: 49 Pozycja: 25
Kontener{masa=388, producent='Swire', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 49 Pozycja: 26
Kontener{masa=317, producent='Swire', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 49 Pozycja: 27
Kontener{masa=44, producent='COSCO', towar='Procesor'} Poziom: 4 Kolumna: 49 Pozycja: 28
Kontener{masa=188, producent='Matson', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 49 Pozycja: 29
Kontener{masa=653, producent='COSCO', towar='Telefon'} Poziom: 4 Kolumna: 50 Pozycja: 0
Kontener{masa=509, producent='Swire', towar='Telefon'} Poziom: 4 Kolumna: 50 Pozycja: 1
Kontener{masa=890, producent='COSCO', towar='Telewizor'} Poziom: 4 Kolumna: 50 Pozycja: 2
Kontener{masa=810, producent='Evergreen', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 50 Pozycja: 3
Kontener{masa=753, producent='Swire', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 50 Pozycja: 4
Kontener{masa=72, producent='Evergreen', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 50 Pozycja: 5
Kontener{masa=3111, producent='Matson', towar='Banany'} Poziom: 4 Kolumna: 50 Pozycja: 6
Kontener{masa=216, producent='Maersk', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 50 Pozycja: 7
Kontener{masa=5, producent='COSCO', towar='Banany'} Poziom: 4 Kolumna: 50 Pozycja: 8
Kontener{masa=595, producent='Maersk', towar='Procesor'} Poziom: 4 Kolumna: 50 Pozycja: 9
Kontener{masa=3930, producent='CMA CMG', towar='Farba'} Poziom: 4 Kolumna: 50 Pozycja: 10
Kontener{masa=3929, producent='CMA CMG', towar='Ropa'} Poziom: 4 Kolumna: 50 Pozycja: 11
Kontener{masa=3926, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 50 Pozycja: 12
Kontener{masa=3924, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 50 Pozycja: 13
Kontener{masa=3923, producent='Matson', towar='Kwas'} Poziom: 4 Kolumna: 50 Pozycja: 14
Kontener{masa=3920, producent='CMA CMG', towar='Ropa'} Poziom: 4 Kolumna: 50 Pozycja: 15
Kontener{masa=3919, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 50 Pozycja: 16
Kontener{masa=3915, producent='Matson', towar='Kwas'} Poziom: 4 Kolumna: 50 Pozycja: 17
Kontener{masa=3912, producent='Swire', towar='Ropa'} Poziom: 4 Kolumna: 50 Pozycja: 18
Kontener{masa=3910, producent='Evergreen', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 50 Pozycja: 19
Kontener{masa=956, producent='Matson', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 50 Pozycja: 20
Kontener{masa=469, producent='Matson', towar='Telewizor'} Poziom: 4 Kolumna: 50 Pozycja: 21
Kontener{masa=2797, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 50 Pozycja: 22
Kontener{masa=454, producent='CMA CMG', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 50 Pozycja: 23
Kontener{masa=3196, producent='CMA CMG', towar='Farba'} Poziom: 4 Kolumna: 50 Pozycja: 24
Kontener{masa=94, producent='CMA CMG', towar='Telefon'} Poziom: 4 Kolumna: 50 Pozycja: 25
Kontener{masa=772, producent='Swire', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 50 Pozycja: 26
Kontener{masa=570, producent='Evergreen', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 50 Pozycja: 27
Kontener{masa=672, producent='CMA CMG', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 50 Pozycja: 28
Kontener{masa=430, producent='Matson', towar='Komputer'} Poziom: 4 Kolumna: 50 Pozycja: 29
Kontener{masa=1870, producent='Matson', towar='Banany'} Poziom: 4 Kolumna: 51 Pozycja: 0
Kontener{masa=1897, producent='Evergreen', towar='Banany'} Poziom: 4 Kolumna: 51 Pozycja: 1
Kontener{masa=74, producent='Swire', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 51 Pozycja: 2
Kontener{masa=656, producent='CMA CMG', towar='Procesor'} Poziom: 4 Kolumna: 51 Pozycja: 3
Kontener{masa=225, producent='CMA CMG', towar='Telewizor'} Poziom: 4 Kolumna: 51 Pozycja: 4
Kontener{masa=106, producent='CMA CMG', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 51 Pozycja: 5
Kontener{masa=460, producent='CMA CMG', towar='Komputer'} Poziom: 4 Kolumna: 51 Pozycja: 6
Kontener{masa=2348, producent='CMA CMG', towar='Kwas'} Poziom: 4 Kolumna: 51 Pozycja: 7
Kontener{masa=651, producent='Matson', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 51 Pozycja: 8
Kontener{masa=138, producent='CMA CMG', towar='Telefon'} Poziom: 4 Kolumna: 51 Pozycja: 9
Kontener{masa=3908, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 51 Pozycja: 10
Kontener{masa=3908, producent='COSCO', towar='Banany'} Poziom: 4 Kolumna: 51 Pozycja: 11
Kontener{masa=3907, producent='Matson', towar='Kwas'} Poziom: 4 Kolumna: 51 Pozycja: 12
Kontener{masa=3906, producent='Maersk', towar='Kwas'} Poziom: 4 Kolumna: 51 Pozycja: 13
Kontener{masa=3906, producent='Maersk', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 51 Pozycja: 14
Kontener{masa=3905, producent='COSCO', towar='Ropa'} Poziom: 4 Kolumna: 51 Pozycja: 15
Kontener{masa=3904, producent='Matson', towar='Banany'} Poziom: 4 Kolumna: 51 Pozycja: 16
Kontener{masa=3904, producent='Evergreen', towar='Banany'} Poziom: 4 Kolumna: 51 Pozycja: 17
Kontener{masa=3896, producent='Evergreen', towar='Banany'} Poziom: 4 Kolumna: 51 Pozycja: 18
Kontener{masa=3894, producent='Evergreen', towar='Banany'} Poziom: 4 Kolumna: 51 Pozycja: 19
Kontener{masa=311, producent='Matson', towar='Komputer'} Poziom: 4 Kolumna: 51 Pozycja: 20
Kontener{masa=180, producent='Matson', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 51 Pozycja: 21
Kontener{masa=1081, producent='Swire', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 51 Pozycja: 22
Kontener{masa=14, producent='Evergreen', towar='Procesor'} Poziom: 4 Kolumna: 51 Pozycja: 23
Kontener{masa=782, producent='Maersk', towar='Telewizor'} Poziom: 4 Kolumna: 51 Pozycja: 24
Kontener{masa=1193, producent='CMA CMG', towar='Banany'} Poziom: 4 Kolumna: 51 Pozycja: 25
Kontener{masa=37, producent='Matson', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 51 Pozycja: 26
Kontener{masa=1693, producent='Matson', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 51 Pozycja: 27
Kontener{masa=103, producent='CMA CMG', towar='Banany'} Poziom: 4 Kolumna: 51 Pozycja: 28
Kontener{masa=346, producent='COSCO', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 51 Pozycja: 29
Kontener{masa=1045, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 52 Pozycja: 0
Kontener{masa=513, producent='CMA CMG', towar='Ropa'} Poziom: 4 Kolumna: 52 Pozycja: 1
Kontener{masa=11, producent='Maersk', towar='Komputer'} Poziom: 4 Kolumna: 52 Pozycja: 2
Kontener{masa=218, producent='Matson', towar='Komputer'} Poziom: 4 Kolumna: 52 Pozycja: 3
Kontener{masa=820, producent='CMA CMG', towar='Procesor'} Poziom: 4 Kolumna: 52 Pozycja: 4
Kontener{masa=905, producent='Evergreen', towar='Procesor'} Poziom: 4 Kolumna: 52 Pozycja: 5
Kontener{masa=2037, producent='Evergreen', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 52 Pozycja: 6
Kontener{masa=385, producent='COSCO', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 52 Pozycja: 7
Kontener{masa=2110, producent='Evergreen', towar='Banany'} Poziom: 4 Kolumna: 52 Pozycja: 8
Kontener{masa=866, producent='Maersk', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 52 Pozycja: 9
Kontener{masa=3894, producent='CMA CMG', towar='Banany'} Poziom: 4 Kolumna: 52 Pozycja: 10
Kontener{masa=3894, producent='COSCO', towar='Ropa'} Poziom: 4 Kolumna: 52 Pozycja: 11
Kontener{masa=3893, producent='COSCO', towar='Ropa'} Poziom: 4 Kolumna: 52 Pozycja: 12
Kontener{masa=3893, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 52 Pozycja: 13
Kontener{masa=3892, producent='CMA CMG', towar='Ropa'} Poziom: 4 Kolumna: 52 Pozycja: 14
Kontener{masa=3891, producent='Evergreen', towar='Banany'} Poziom: 4 Kolumna: 52 Pozycja: 15
Kontener{masa=3891, producent='COSCO', towar='Ropa'} Poziom: 4 Kolumna: 52 Pozycja: 16
Kontener{masa=3891, producent='Matson', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 52 Pozycja: 17
Kontener{masa=3890, producent='Evergreen', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 52 Pozycja: 18
Kontener{masa=3884, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 52 Pozycja: 19
Kontener{masa=858, producent='Maersk', towar='Procesor'} Poziom: 4 Kolumna: 52 Pozycja: 20
Kontener{masa=677, producent='CMA CMG', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 52 Pozycja: 21
Kontener{masa=218, producent='CMA CMG', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 52 Pozycja: 22
Kontener{masa=898, producent='Matson', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 52 Pozycja: 23
Kontener{masa=648, producent='CMA CMG', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 52 Pozycja: 24
Kontener{masa=34, producent='CMA CMG', towar='Procesor'} Poziom: 4 Kolumna: 52 Pozycja: 25
Kontener{masa=245, producent='Maersk', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 52 Pozycja: 26
Kontener{masa=461, producent='COSCO', towar='Telefon'} Poziom: 4 Kolumna: 52 Pozycja: 27
Kontener{masa=903, producent='Swire', towar='Telewizor'} Poziom: 4 Kolumna: 52 Pozycja: 28
Kontener{masa=839, producent='CMA CMG', towar='Kwas'} Poziom: 4 Kolumna: 52 Pozycja: 29
Kontener{masa=2045, producent='Matson', towar='Banany'} Poziom: 4 Kolumna: 53 Pozycja: 0
Kontener{masa=964, producent='Maersk', towar='Telewizor'} Poziom: 4 Kolumna: 53 Pozycja: 1
Kontener{masa=231, producent='Maersk', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 53 Pozycja: 2
Kontener{masa=547, producent='Swire', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 53 Pozycja: 3
Kontener{masa=5, producent='COSCO', towar='Komputer'} Poziom: 4 Kolumna: 53 Pozycja: 4
Kontener{masa=143, producent='Maersk', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 53 Pozycja: 5
Kontener{masa=114, producent='Swire', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 53 Pozycja: 6
Kontener{masa=1951, producent='Matson', towar='Banany'} Poziom: 4 Kolumna: 53 Pozycja: 7
Kontener{masa=190, producent='Swire', towar='Komputer'} Poziom: 4 Kolumna: 53 Pozycja: 8
Kontener{masa=1439, producent='Maersk', towar='Farba'} Poziom: 4 Kolumna: 53 Pozycja: 9
Kontener{masa=3882, producent='CMA CMG', towar='Banany'} Poziom: 4 Kolumna: 53 Pozycja: 10
Kontener{masa=3882, producent='COSCO', towar='Farba'} Poziom: 4 Kolumna: 53 Pozycja: 11
Kontener{masa=3881, producent='COSCO', towar='Ropa'} Poziom: 4 Kolumna: 53 Pozycja: 12
Kontener{masa=3877, producent='Maersk', towar='Banany'} Poziom: 4 Kolumna: 53 Pozycja: 13
Kontener{masa=3874, producent='Maersk', towar='Kwas'} Poziom: 4 Kolumna: 53 Pozycja: 14
Kontener{masa=3873, producent='Swire', towar='Farba'} Poziom: 4 Kolumna: 53 Pozycja: 15
Kontener{masa=3869, producent='Evergreen', towar='Banany'} Poziom: 4 Kolumna: 53 Pozycja: 16
Kontener{masa=3868, producent='Maersk', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 53 Pozycja: 17
Kontener{masa=3867, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 53 Pozycja: 18
Kontener{masa=3864, producent='CMA CMG', towar='Banany'} Poziom: 4 Kolumna: 53 Pozycja: 19
Kontener{masa=824, producent='Swire', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 53 Pozycja: 20
Kontener{masa=501, producent='Evergreen', towar='Banany'} Poziom: 4 Kolumna: 53 Pozycja: 21
Kontener{masa=68, producent='Matson', towar='Komputer'} Poziom: 4 Kolumna: 53 Pozycja: 22
Kontener{masa=698, producent='COSCO', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 53 Pozycja: 23
Kontener{masa=385, producent='Evergreen', towar='Telewizor'} Poziom: 4 Kolumna: 53 Pozycja: 24
Kontener{masa=1060, producent='Maersk', towar='Farba'} Poziom: 4 Kolumna: 53 Pozycja: 25
Kontener{masa=580, producent='Maersk', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 53 Pozycja: 26
Kontener{masa=493, producent='Maersk', towar='Telewizor'} Poziom: 4 Kolumna: 53 Pozycja: 27
Kontener{masa=753, producent='Evergreen', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 53 Pozycja: 28
Kontener{masa=62, producent='Swire', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 53 Pozycja: 29
Kontener{masa=1567, producent='CMA CMG', towar='Farba'} Poziom: 4 Kolumna: 54 Pozycja: 0
Kontener{masa=912, producent='Evergreen', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 54 Pozycja: 1
Kontener{masa=973, producent='Evergreen', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 54 Pozycja: 2
Kontener{masa=961, producent='Swire', towar='Komputer'} Poziom: 4 Kolumna: 54 Pozycja: 3
Kontener{masa=511, producent='Matson', towar='Komputer'} Poziom: 4 Kolumna: 54 Pozycja: 4
Kontener{masa=2962, producent='CMA CMG', towar='Kwas'} Poziom: 4 Kolumna: 54 Pozycja: 5
Kontener{masa=2864, producent='COSCO', towar='Banany'} Poziom: 4 Kolumna: 54 Pozycja: 6
Kontener{masa=804, producent='CMA CMG', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 54 Pozycja: 7
Kontener{masa=253, producent='Evergreen', towar='Telewizor'} Poziom: 4 Kolumna: 54 Pozycja: 8
Kontener{masa=228, producent='Matson', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 54 Pozycja: 9
Kontener{masa=3863, producent='Maersk', towar='Banany'} Poziom: 4 Kolumna: 54 Pozycja: 10
Kontener{masa=3862, producent='Evergreen', towar='Banany'} Poziom: 4 Kolumna: 54 Pozycja: 11
Kontener{masa=3862, producent='CMA CMG', towar='Banany'} Poziom: 4 Kolumna: 54 Pozycja: 12
Kontener{masa=3860, producent='Matson', towar='Banany'} Poziom: 4 Kolumna: 54 Pozycja: 13
Kontener{masa=3860, producent='CMA CMG', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 54 Pozycja: 14
Kontener{masa=3858, producent='Maersk', towar='Farba'} Poziom: 4 Kolumna: 54 Pozycja: 15
Kontener{masa=3854, producent='Maersk', towar='Farba'} Poziom: 4 Kolumna: 54 Pozycja: 16
Kontener{masa=3853, producent='Maersk', towar='Banany'} Poziom: 4 Kolumna: 54 Pozycja: 17
Kontener{masa=3850, producent='Evergreen', towar='Kwas'} Poziom: 4 Kolumna: 54 Pozycja: 18
Kontener{masa=3850, producent='Matson', towar='Banany'} Poziom: 4 Kolumna: 54 Pozycja: 19
Kontener{masa=450, producent='Swire', towar='Telewizor'} Poziom: 4 Kolumna: 54 Pozycja: 20
Kontener{masa=786, producent='Maersk', towar='Telefon'} Poziom: 4 Kolumna: 54 Pozycja: 21
Kontener{masa=175, producent='CMA CMG', towar='Komputer'} Poziom: 4 Kolumna: 54 Pozycja: 22
Kontener{masa=366, producent='Evergreen', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 54 Pozycja: 23
Kontener{masa=430, producent='Evergreen', towar='Telefon'} Poziom: 4 Kolumna: 54 Pozycja: 24
Kontener{masa=163, producent='Evergreen', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 54 Pozycja: 25
Kontener{masa=2436, producent='CMA CMG', towar='Banany'} Poziom: 4 Kolumna: 54 Pozycja: 26
Kontener{masa=710, producent='CMA CMG', towar='Komputer'} Poziom: 4 Kolumna: 54 Pozycja: 27
Kontener{masa=628, producent='Swire', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 54 Pozycja: 28
Kontener{masa=549, producent='CMA CMG', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 54 Pozycja: 29
Kontener{masa=3095, producent='Matson', towar='Ropa'} Poziom: 4 Kolumna: 55 Pozycja: 0
Kontener{masa=790, producent='COSCO', towar='Telewizor'} Poziom: 4 Kolumna: 55 Pozycja: 1
Kontener{masa=593, producent='Swire', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 55 Pozycja: 2
Kontener{masa=930, producent='Matson', towar='Komputer'} Poziom: 4 Kolumna: 55 Pozycja: 3
Kontener{masa=59, producent='Matson', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 55 Pozycja: 4
Kontener{masa=2, producent='Maersk', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 55 Pozycja: 5
Kontener{masa=153, producent='Maersk', towar='Banany'} Poziom: 4 Kolumna: 55 Pozycja: 6
Kontener{masa=35, producent='COSCO', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 55 Pozycja: 7
Kontener{masa=3026, producent='Maersk', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 55 Pozycja: 8
Kontener{masa=448, producent='Swire', towar='Telefon'} Poziom: 4 Kolumna: 55 Pozycja: 9
Kontener{masa=3847, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 55 Pozycja: 10
Kontener{masa=3846, producent='COSCO', towar='Ropa'} Poziom: 4 Kolumna: 55 Pozycja: 11
Kontener{masa=3846, producent='Matson', towar='Ropa'} Poziom: 4 Kolumna: 55 Pozycja: 12
Kontener{masa=3845, producent='Evergreen', towar='Banany'} Poziom: 4 Kolumna: 55 Pozycja: 13
Kontener{masa=3838, producent='Matson', towar='Kwas'} Poziom: 4 Kolumna: 55 Pozycja: 14
Kontener{masa=3836, producent='COSCO', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 55 Pozycja: 15
Kontener{masa=3834, producent='COSCO', towar='Ropa'} Poziom: 4 Kolumna: 55 Pozycja: 16
Kontener{masa=3834, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 55 Pozycja: 17
Kontener{masa=3834, producent='Maersk', towar='Farba'} Poziom: 4 Kolumna: 55 Pozycja: 18
Kontener{masa=3832, producent='Maersk', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 55 Pozycja: 19
Kontener{masa=307, producent='Matson', towar='Telewizor'} Poziom: 4 Kolumna: 55 Pozycja: 20
Kontener{masa=577, producent='COSCO', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 55 Pozycja: 21
Kontener{masa=1837, producent='Matson', towar='Ropa'} Poziom: 4 Kolumna: 55 Pozycja: 22
Kontener{masa=999, producent='COSCO', towar='Komputer'} Poziom: 4 Kolumna: 55 Pozycja: 23
Kontener{masa=448, producent='Matson', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 55 Pozycja: 24
Kontener{masa=696, producent='Evergreen', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 55 Pozycja: 25
Kontener{masa=3225, producent='COSCO', towar='Kwas'} Poziom: 4 Kolumna: 55 Pozycja: 26
Kontener{masa=177, producent='Matson', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 55 Pozycja: 27
Kontener{masa=364, producent='Matson', towar='Komputer'} Poziom: 4 Kolumna: 55 Pozycja: 28
Kontener{masa=40, producent='Maersk', towar='Komputer'} Poziom: 4 Kolumna: 55 Pozycja: 29
Kontener{masa=3204, producent='Evergreen', towar='Banany'} Poziom: 4 Kolumna: 56 Pozycja: 0
Kontener{masa=647, producent='Matson', towar='Komputer'} Poziom: 4 Kolumna: 56 Pozycja: 1
Kontener{masa=345, producent='COSCO', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 56 Pozycja: 2
Kontener{masa=21, producent='COSCO', towar='Telefon'} Poziom: 4 Kolumna: 56 Pozycja: 3
Kontener{masa=107, producent='Maersk', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 56 Pozycja: 4
Kontener{masa=963, producent='Swire', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 56 Pozycja: 5
Kontener{masa=931, producent='COSCO', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 56 Pozycja: 6
Kontener{masa=313, producent='COSCO', towar='Banany'} Poziom: 4 Kolumna: 56 Pozycja: 7
Kontener{masa=750, producent='COSCO', towar='Telewizor'} Poziom: 4 Kolumna: 56 Pozycja: 8
Kontener{masa=683, producent='Evergreen', towar='Telewizor'} Poziom: 4 Kolumna: 56 Pozycja: 9
Kontener{masa=3828, producent='Maersk', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 56 Pozycja: 10
Kontener{masa=3826, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 56 Pozycja: 11
Kontener{masa=3825, producent='Matson', towar='Banany'} Poziom: 4 Kolumna: 56 Pozycja: 12
Kontener{masa=3825, producent='Matson', towar='Banany'} Poziom: 4 Kolumna: 56 Pozycja: 13
Kontener{masa=3825, producent='Maersk', towar='Banany'} Poziom: 4 Kolumna: 56 Pozycja: 14
Kontener{masa=3823, producent='COSCO', towar='Banany'} Poziom: 4 Kolumna: 56 Pozycja: 15
Kontener{masa=3821, producent='Evergreen', towar='Farba'} Poziom: 4 Kolumna: 56 Pozycja: 16
